File,Function,Docstring
pandas/io/parquet.py,"@doc(storage_options=_shared_docs['storage_options'])
def read_parquet(path: FilePath | ReadBuffer[bytes], engine: str='auto', columns: list[str] | None=None, storage_options: StorageOptions | None=None, use_nullable_dtypes: bool | lib.NoDefault=lib.no_default, dtype_backend: DtypeBackend | lib.NoDefault=lib.no_default, filesystem: Any=None, filters: list[tuple] | list[list[tuple]] | None=None, **kwargs) -> DataFrame:
    impl = get_engine(engine)
    if use_nullable_dtypes is not lib.no_default:
        msg = ""The argument 'use_nullable_dtypes' is deprecated and will be removed in a future version.""
        if use_nullable_dtypes is True:
            msg += ""Use dtype_backend='numpy_nullable' instead of use_nullable_dtype=True.""
        warnings.warn(msg, FutureWarning, stacklevel=find_stack_level())
    else:
        use_nullable_dtypes = False
    check_dtype_backend(dtype_backend)
    return impl.read(path, columns=columns, filters=filters, storage_options=storage_options, use_nullable_dtypes=use_nullable_dtypes, dtype_backend=dtype_backend, filesystem=filesystem, **kwargs)","""""""Load a parquet object from the file path, returning a DataFrame.

Parameters
----------
path : str, path object or file-like object
    String, path object (implementing ``os.PathLike[str]``), or file-like
    object implementing a binary ``read()`` function.
    The string could be a URL. Valid URL schemes include http, ftp, s3,
    gs, and file. For file URLs, a host is expected. A local file could be:
    ``file://localhost/path/to/table.parquet``.
    A file URL can also be a path to a directory that contains multiple
    partitioned parquet files. Both pyarrow and fastparquet support
    paths to directories as well as file URLs. A directory path could be:
    ``file://localhost/path/to/tables`` or ``s3://bucket/partition_dir``.
engine : {{'auto', 'pyarrow', 'fastparquet'}}, default 'auto'
    Parquet library to use. If 'auto', then the option
    ``io.parquet.engine`` is used. The default ``io.parquet.engine``
    behavior is to try 'pyarrow', falling back to 'fastparquet' if
    'pyarrow' is unavailable.

    When using the ``'pyarrow'`` engine and no storage options are provided
    and a filesystem is implemented by both ``pyarrow.fs`` and ``fsspec``
    (e.g. ""s3://""), then the ``pyarrow.fs`` filesystem is attempted first.
    Use the filesystem keyword with an instantiated fsspec filesystem
    if you wish to use its implementation.
columns : list, default=None
    If not None, only these columns will be read from the file.
{storage_options}

    .. versionadded:: 1.3.0

use_nullable_dtypes : bool, default False
    If True, use dtypes that use ``pd.NA`` as missing value indicator
    for the resulting DataFrame. (only applicable for the ``pyarrow``
    engine)
    As new dtypes are added that support ``pd.NA`` in the future, the
    output with this option will change to use those dtypes.
    Note: this is an experimental option, and behaviour (e.g. additional
    support dtypes) may change without notice.

    .. deprecated:: 2.0

dtype_backend : {{'numpy_nullable', 'pyarrow'}}, default 'numpy_nullable'
    Back-end data type applied to the resultant :class:`DataFrame`
    (still experimental). Behaviour is as follows:

    * ``""numpy_nullable""``: returns nullable-dtype-backed :class:`DataFrame`
      (default).
    * ``""pyarrow""``: returns pyarrow-backed nullable :class:`ArrowDtype`
      DataFrame.

    .. versionadded:: 2.0

filesystem : fsspec or pyarrow filesystem, default None
    Filesystem object to use when reading the parquet file. Only implemented
    for ``engine=""pyarrow""``.

    .. versionadded:: 2.1.0

filters : List[Tuple] or List[List[Tuple]], default None
    To filter out data.
    Filter syntax: [[(column, op, val), ...],...]
    where op is [==, =, >, >=, <, <=, !=, in, not in]
    The innermost tuples are transposed into a set of filters applied
    through an `AND` operation.
    The outer list combines these sets of filters through an `OR`
    operation.
    A single list of tuples can also be used, meaning that no `OR`
    operation between set of filters is to be conducted.

    Using this argument will NOT result in row-wise filtering of the final
    partitions unless ``engine=""pyarrow""`` is also specified.  For
    other engines, filtering is only performed at the partition level, that is,
    to prevent the loading of some row-groups and/or files.

    .. versionadded:: 2.1.0

**kwargs
    Any additional kwargs are passed to the engine.

Returns
-------
DataFrame

See Also
--------
DataFrame.to_parquet : Create a parquet object that serializes a DataFrame.

Examples
--------
>>> original_df = pd.DataFrame(
...     {{""foo"": range(5), ""bar"": range(5, 10)}}
...    )
>>> original_df
   foo  bar
0    0    5
1    1    6
2    2    7
3    3    8
4    4    9
>>> df_parquet_bytes = original_df.to_parquet()
>>> from io import BytesIO
>>> restored_df = pd.read_parquet(BytesIO(df_parquet_bytes))
>>> restored_df
   foo  bar
0    0    5
1    1    6
2    2    7
3    3    8
4    4    9
>>> restored_df.equals(original_df)
True
>>> restored_bar = pd.read_parquet(BytesIO(df_parquet_bytes), columns=[""bar""])
>>> restored_bar
    bar
0    5
1    6
2    7
3    8
4    9
>>> restored_bar.equals(original_df[['bar']])
True

The function uses `kwargs` that are passed directly to the engine.
In the following example, we use the `filters` argument of the pyarrow
engine to filter the rows of the DataFrame.

Since `pyarrow` is the default engine, we can omit the `engine` argument.
Note that the `filters` argument is implemented by the `pyarrow` engine,
which can benefit from multithreading and also potentially be more
economical in terms of memory.

>>> sel = [(""foo"", "">"", 2)]
>>> restored_part = pd.read_parquet(BytesIO(df_parquet_bytes), filters=sel)
>>> restored_part
    foo  bar
0    3    8
1    4    9"""""""
pandas/io/parsers/base_parser.py,"def _get_na_values(col, na_values, na_fvalues, keep_default_na: bool):
    if isinstance(na_values, dict):
        if col in na_values:
            return (na_values[col], na_fvalues[col])
        else:
            if keep_default_na:
                return (STR_NA_VALUES, set())
            return (set(), set())
    else:
        return (na_values, na_fvalues)","""""""Get the NaN values for a given column.

Parameters
----------
col : str
    The name of the column.
na_values : array-like, dict
    The object listing the NaN values as strings.
na_fvalues : array-like, dict
    The object listing the NaN values as floats.
keep_default_na : bool
    If `na_values` is a dict, and the column is not mapped in the
    dictionary, whether to return the default NaN values or the empty set.

Returns
-------
nan_tuple : A length-two tuple composed of

    1) na_values : the string NaN values for that column.
    2) na_fvalues : the float NaN values for that column."""""""
pandas/io/parsers/base_parser.py,"def _validate_parse_dates_arg(parse_dates):
    msg = ""Only booleans, lists, and dictionaries are accepted for the 'parse_dates' parameter""
    if not (parse_dates is None or lib.is_bool(parse_dates) or isinstance(parse_dates, (list, dict))):
        raise TypeError(msg)
    return parse_dates","""""""Check whether or not the 'parse_dates' parameter
is a non-boolean scalar. Raises a ValueError if
that is the case."""""""
pandas/io/parsers/c_parser_wrapper.py,"def _concatenate_chunks(chunks: list[dict[int, ArrayLike]]) -> dict:
    names = list(chunks[0].keys())
    warning_columns = []
    result: dict = {}
    for name in names:
        arrs = [chunk.pop(name) for chunk in chunks]
        dtypes = {a.dtype for a in arrs}
        non_cat_dtypes = {x for x in dtypes if not isinstance(x, CategoricalDtype)}
        dtype = dtypes.pop()
        if isinstance(dtype, CategoricalDtype):
            result[name] = union_categoricals(arrs, sort_categories=False)
        else:
            result[name] = concat_compat(arrs)
            if len(non_cat_dtypes) > 1 and result[name].dtype == np.dtype(object):
                warning_columns.append(str(name))
    if warning_columns:
        warning_names = ','.join(warning_columns)
        warning_message = ' '.join([f'Columns ({warning_names}) have mixed types. Specify dtype option on import or set low_memory=False.'])
        warnings.warn(warning_message, DtypeWarning, stacklevel=find_stack_level())
    return result","""""""Concatenate chunks of data read with low_memory=True.

The tricky part is handling Categoricals, where different chunks
may have different inferred categories."""""""
pandas/io/parsers/c_parser_wrapper.py,"def ensure_dtype_objs(dtype: DtypeArg | dict[Hashable, DtypeArg] | None) -> DtypeObj | dict[Hashable, DtypeObj] | None:
    if isinstance(dtype, defaultdict):
        default_dtype = pandas_dtype(dtype.default_factory())
        dtype_converted: defaultdict = defaultdict(lambda : default_dtype)
        for key in dtype.keys():
            dtype_converted[key] = pandas_dtype(dtype[key])
        return dtype_converted
    elif isinstance(dtype, dict):
        return {k: pandas_dtype(dtype[k]) for k in dtype}
    elif dtype is not None:
        return pandas_dtype(dtype)
    return dtype","""""""Ensure we have either None, a dtype object, or a dictionary mapping to
dtype objects."""""""
pandas/io/parsers/python_parser.py,"def _validate_skipfooter_arg(skipfooter: int) -> int:
    if not is_integer(skipfooter):
        raise ValueError('skipfooter must be an integer')
    if skipfooter < 0:
        raise ValueError('skipfooter cannot be negative')
    return skipfooter","""""""Validate the 'skipfooter' parameter.

Checks whether 'skipfooter' is a non-negative integer.
Raises a ValueError if that is not the case.

Parameters
----------
skipfooter : non-negative integer
    The number of rows to skip at the end of the file.

Returns
-------
validated_skipfooter : non-negative integer
    The original input if the validation succeeds.

Raises
------
ValueError : 'skipfooter' was not a non-negative integer."""""""
pandas/io/parsers/readers.py,"def validate_integer(name: str, val: int | float | None, min_val: int=0) -> int | None:
    if val is None:
        return val
    msg = f""'{name:s}' must be an integer >={min_val:d}""
    if is_float(val):
        if int(val) != val:
            raise ValueError(msg)
        val = int(val)
    elif not (is_integer(val) and val >= min_val):
        raise ValueError(msg)
    return int(val)","""""""Checks whether the 'name' parameter for parsing is either
an integer OR float that can SAFELY be cast to an integer
without losing accuracy. Raises a ValueError if that is
not the case.

Parameters
----------
name : str
    Parameter name (used for error reporting)
val : int or float
    The value to check
min_val : int
    Minimum allowed value (val < min_val will result in a ValueError)"""""""
pandas/io/parsers/readers.py,"def _validate_names(names: Sequence[Hashable] | None) -> None:
    if names is not None:
        if len(names) != len(set(names)):
            raise ValueError('Duplicate names are not allowed.')
        if not (is_list_like(names, allow_sets=False) or isinstance(names, abc.KeysView)):
            raise ValueError('Names should be an ordered collection.')","""""""Raise ValueError if the `names` parameter contains duplicates or has an
invalid data type.

Parameters
----------
names : array-like or None
    An array containing a list of the names used for the output DataFrame.

Raises
------
ValueError
    If names are not unique or are not ordered (e.g. set)."""""""
pandas/io/parsers/readers.py,"def _read(filepath_or_buffer: FilePath | ReadCsvBuffer[bytes] | ReadCsvBuffer[str], kwds) -> DataFrame | TextFileReader:
    if kwds.get('parse_dates', None) is None:
        if kwds.get('date_parser', lib.no_default) is lib.no_default and kwds.get('date_format', None) is None:
            kwds['parse_dates'] = False
        else:
            kwds['parse_dates'] = True
    iterator = kwds.get('iterator', False)
    chunksize = kwds.get('chunksize', None)
    if kwds.get('engine') == 'pyarrow':
        if iterator:
            raise ValueError(""The 'iterator' option is not supported with the 'pyarrow' engine"")
        if chunksize is not None:
            raise ValueError(""The 'chunksize' option is not supported with the 'pyarrow' engine"")
    else:
        chunksize = validate_integer('chunksize', chunksize, 1)
    nrows = kwds.get('nrows', None)
    _validate_names(kwds.get('names', None))
    parser = TextFileReader(filepath_or_buffer, **kwds)
    if chunksize or iterator:
        return parser
    with parser:
        return parser.read(nrows)","""""""Generic reader of line files."""""""
pandas/io/parsers/readers.py,"def read_fwf(filepath_or_buffer: FilePath | ReadCsvBuffer[bytes] | ReadCsvBuffer[str], *, colspecs: Sequence[tuple[int, int]] | str | None='infer', widths: Sequence[int] | None=None, infer_nrows: int=100, dtype_backend: DtypeBackend | lib.NoDefault=lib.no_default, iterator: bool=False, chunksize: int | None=None, **kwds) -> DataFrame | TextFileReader:
    if colspecs is None and widths is None:
        raise ValueError('Must specify either colspecs or widths')
    if colspecs not in (None, 'infer') and widths is not None:
        raise ValueError(""You must specify only one of 'widths' and 'colspecs'"")
    if widths is not None:
        (colspecs, col) = ([], 0)
        for w in widths:
            colspecs.append((col, col + w))
            col += w
    assert colspecs is not None
    names = kwds.get('names')
    if names is not None:
        if len(names) != len(colspecs) and colspecs != 'infer':
            len_index = 0
            if kwds.get('index_col') is not None:
                index_col: Any = kwds.get('index_col')
                if index_col is not False:
                    if not is_list_like(index_col):
                        len_index = 1
                    else:
                        len_index = len(index_col)
            if kwds.get('usecols') is None and len(names) + len_index != len(colspecs):
                raise ValueError('Length of colspecs must match length of names')
    kwds['colspecs'] = colspecs
    kwds['infer_nrows'] = infer_nrows
    kwds['engine'] = 'python-fwf'
    kwds['iterator'] = iterator
    kwds['chunksize'] = chunksize
    check_dtype_backend(dtype_backend)
    kwds['dtype_backend'] = dtype_backend
    return _read(filepath_or_buffer, kwds)","""""""Read a table of fixed-width formatted lines into DataFrame.

Also supports optionally iterating or breaking of the file
into chunks.

Additional help can be found in the `online docs for IO Tools
<https://pandas.pydata.org/pandas-docs/stable/user_guide/io.html>`_.

Parameters
----------
filepath_or_buffer : str, path object, or file-like object
    String, path object (implementing ``os.PathLike[str]``), or file-like
    object implementing a text ``read()`` function.The string could be a URL.
    Valid URL schemes include http, ftp, s3, and file. For file URLs, a host is
    expected. A local file could be:
    ``file://localhost/path/to/table.csv``.
colspecs : list of tuple (int, int) or 'infer'. optional
    A list of tuples giving the extents of the fixed-width
    fields of each line as half-open intervals (i.e.,  [from, to[ ).
    String value 'infer' can be used to instruct the parser to try
    detecting the column specifications from the first 100 rows of
    the data which are not being skipped via skiprows (default='infer').
widths : list of int, optional
    A list of field widths which can be used instead of 'colspecs' if
    the intervals are contiguous.
infer_nrows : int, default 100
    The number of rows to consider when letting the parser determine the
    `colspecs`.
dtype_backend : {'numpy_nullable', 'pyarrow'}, default 'numpy_nullable'
    Back-end data type applied to the resultant :class:`DataFrame`
    (still experimental). Behaviour is as follows:

    * ``""numpy_nullable""``: returns nullable-dtype-backed :class:`DataFrame`
      (default).
    * ``""pyarrow""``: returns pyarrow-backed nullable :class:`ArrowDtype`
      DataFrame.

    .. versionadded:: 2.0

**kwds : optional
    Optional keyword arguments can be passed to ``TextFileReader``.

Returns
-------
DataFrame or TextFileReader
    A comma-separated values (csv) file is returned as two-dimensional
    data structure with labeled axes.

See Also
--------
DataFrame.to_csv : Write DataFrame to a comma-separated values (csv) file.
read_csv : Read a comma-separated values (csv) file into DataFrame.

Examples
--------
>>> pd.read_fwf('data.csv')  # doctest: +SKIP"""""""
pandas/io/parsers/readers.py,"def TextParser(*args, **kwds) -> TextFileReader:
    kwds['engine'] = 'python'
    return TextFileReader(*args, **kwds)","""""""Converts lists of lists/tuples into DataFrames with proper type inference
and optional (e.g. string to datetime) conversion. Also enables iterating
lazily over chunks of large files

Parameters
----------
data : file-like object or list
delimiter : separator character to use
dialect : str or csv.Dialect instance, optional
    Ignored if delimiter is longer than 1 character
names : sequence, default
header : int, default 0
    Row to use to parse column labels. Defaults to the first row. Prior
    rows will be discarded
index_col : int or list, optional
    Column or columns to use as the (possibly hierarchical) index
has_index_names: bool, default False
    True if the cols defined in index_col have an index name and are
    not in the header.
na_values : scalar, str, list-like, or dict, optional
    Additional strings to recognize as NA/NaN.
keep_default_na : bool, default True
thousands : str, optional
    Thousands separator
comment : str, optional
    Comment out remainder of line
parse_dates : bool, default False
keep_date_col : bool, default False
date_parser : function, optional

    .. deprecated:: 2.0.0
date_format : str or dict of column -> format, default ``None``

    .. versionadded:: 2.0.0
skiprows : list of integers
    Row numbers to skip
skipfooter : int
    Number of line at bottom of file to skip
converters : dict, optional
    Dict of functions for converting values in certain columns. Keys can
    either be integers or column labels, values are functions that take one
    input argument, the cell (not column) content, and return the
    transformed content.
encoding : str, optional
    Encoding to use for UTF when reading/writing (ex. 'utf-8')
float_precision : str, optional
    Specifies which converter the C engine should use for floating-point
    values. The options are `None` or `high` for the ordinary converter,
    `legacy` for the original lower precision pandas converter, and
    `round_trip` for the round-trip converter.

    .. versionchanged:: 1.2"""""""
pandas/io/parsers/readers.py,"def _stringify_na_values(na_values):
    result: list[str | float] = []
    for x in na_values:
        result.append(str(x))
        result.append(x)
        try:
            v = float(x)
            if v == int(v):
                v = int(v)
                result.append(f'{v}.0')
                result.append(str(v))
            result.append(v)
        except (TypeError, ValueError, OverflowError):
            pass
        try:
            result.append(int(x))
        except (TypeError, ValueError, OverflowError):
            pass
    return set(result)","""""""return a stringified and numeric for these values"""""""
pandas/io/parsers/readers.py,"def _refine_defaults_read(dialect: str | csv.Dialect | None, delimiter: str | None | lib.NoDefault, delim_whitespace: bool, engine: CSVEngine | None, sep: str | None | lib.NoDefault, on_bad_lines: str | Callable, names: Sequence[Hashable] | None | lib.NoDefault, defaults: dict[str, Any], dtype_backend: DtypeBackend | lib.NoDefault):
    delim_default = defaults['delimiter']
    kwds: dict[str, Any] = {}
    if dialect is not None:
        kwds['sep_override'] = delimiter is None and (sep is lib.no_default or sep == delim_default)
    if delimiter and sep is not lib.no_default:
        raise ValueError('Specified a sep and a delimiter; you can only specify one.')
    kwds['names'] = None if names is lib.no_default else names
    if delimiter is None:
        delimiter = sep
    if delim_whitespace and delimiter is not lib.no_default:
        raise ValueError('Specified a delimiter with both sep and delim_whitespace=True; you can only specify one.')
    if delimiter == '\n':
        raise ValueError('Specified \\n as separator or delimiter. This forces the python engine which does not accept a line terminator. Hence it is not allowed to use the line terminator as separator.')
    if delimiter is lib.no_default:
        kwds['delimiter'] = delim_default
    else:
        kwds['delimiter'] = delimiter
    if engine is not None:
        kwds['engine_specified'] = True
    else:
        kwds['engine'] = 'c'
        kwds['engine_specified'] = False
    if on_bad_lines == 'error':
        kwds['on_bad_lines'] = ParserBase.BadLineHandleMethod.ERROR
    elif on_bad_lines == 'warn':
        kwds['on_bad_lines'] = ParserBase.BadLineHandleMethod.WARN
    elif on_bad_lines == 'skip':
        kwds['on_bad_lines'] = ParserBase.BadLineHandleMethod.SKIP
    elif callable(on_bad_lines):
        if engine not in ['python', 'pyarrow']:
            raise ValueError(""on_bad_line can only be a callable function if engine='python' or 'pyarrow'"")
        kwds['on_bad_lines'] = on_bad_lines
    else:
        raise ValueError(f'Argument {on_bad_lines} is invalid for on_bad_lines')
    check_dtype_backend(dtype_backend)
    kwds['dtype_backend'] = dtype_backend
    return kwds","""""""Validate/refine default values of input parameters of read_csv, read_table.

Parameters
----------
dialect : str or csv.Dialect
    If provided, this parameter will override values (default or not) for the
    following parameters: `delimiter`, `doublequote`, `escapechar`,
    `skipinitialspace`, `quotechar`, and `quoting`. If it is necessary to
    override values, a ParserWarning will be issued. See csv.Dialect
    documentation for more details.
delimiter : str or object
    Alias for sep.
delim_whitespace : bool
    Specifies whether or not whitespace (e.g. ``' '`` or ``'        '``) will be
    used as the sep. Equivalent to setting ``sep='\s+'``. If this option
    is set to True, nothing should be passed in for the ``delimiter``
    parameter.
engine : {{'c', 'python'}}
    Parser engine to use. The C engine is faster while the python engine is
    currently more feature-complete.
sep : str or object
    A delimiter provided by the user (str) or a sentinel value, i.e.
    pandas._libs.lib.no_default.
on_bad_lines : str, callable
    An option for handling bad lines or a sentinel value(None).
names : array-like, optional
    List of column names to use. If the file contains a header row,
    then you should explicitly pass ``header=0`` to override the column names.
    Duplicates in this list are not allowed.
defaults: dict
    Default values of input parameters.

Returns
-------
kwds : dict
    Input parameters with correct values.

Raises
------
ValueError :
    If a delimiter was specified with ``sep`` (or ``delimiter``) and
    ``delim_whitespace=True``."""""""
pandas/io/parsers/readers.py,"def _extract_dialect(kwds: dict[str, Any]) -> csv.Dialect | None:
    if kwds.get('dialect') is None:
        return None
    dialect = kwds['dialect']
    if dialect in csv.list_dialects():
        dialect = csv.get_dialect(dialect)
    _validate_dialect(dialect)
    return dialect","""""""Extract concrete csv dialect instance.

Returns
-------
csv.Dialect or None"""""""
pandas/io/parsers/readers.py,"def _validate_dialect(dialect: csv.Dialect) -> None:
    for param in MANDATORY_DIALECT_ATTRS:
        if not hasattr(dialect, param):
            raise ValueError(f'Invalid dialect {dialect} provided')","""""""Validate csv dialect instance.

Raises
------
ValueError
    If incorrect dialect is provided."""""""
pandas/io/parsers/readers.py,"def _merge_with_dialect_properties(dialect: csv.Dialect, defaults: dict[str, Any]) -> dict[str, Any]:
    kwds = defaults.copy()
    for param in MANDATORY_DIALECT_ATTRS:
        dialect_val = getattr(dialect, param)
        parser_default = parser_defaults[param]
        provided = kwds.get(param, parser_default)
        conflict_msgs = []
        if provided not in (parser_default, dialect_val):
            msg = f""Conflicting values for '{param}': '{provided}' was provided, but the dialect specifies '{dialect_val}'. Using the dialect-specified value.""
            if not (param == 'delimiter' and kwds.pop('sep_override', False)):
                conflict_msgs.append(msg)
        if conflict_msgs:
            warnings.warn('\n\n'.join(conflict_msgs), ParserWarning, stacklevel=find_stack_level())
        kwds[param] = dialect_val
    return kwds","""""""Merge default kwargs in TextFileReader with dialect parameters.

Parameters
----------
dialect : csv.Dialect
    Concrete csv dialect. See csv.Dialect documentation for more details.
defaults : dict
    Keyword arguments passed to TextFileReader.

Returns
-------
kwds : dict
    Updated keyword arguments, merged with dialect parameters."""""""
pandas/io/parsers/readers.py,"def _validate_skipfooter(kwds: dict[str, Any]) -> None:
    if kwds.get('skipfooter'):
        if kwds.get('iterator') or kwds.get('chunksize'):
            raise ValueError(""'skipfooter' not supported for iteration"")
        if kwds.get('nrows'):
            raise ValueError(""'skipfooter' not supported with 'nrows'"")","""""""Check whether skipfooter is compatible with other kwargs in TextFileReader.

Parameters
----------
kwds : dict
    Keyword arguments passed to TextFileReader.

Raises
------
ValueError
    If skipfooter is not compatible with other parameters."""""""
pandas/io/pickle.py,"@doc(storage_options=_shared_docs['storage_options'], compression_options=_shared_docs['compression_options'] % 'filepath_or_buffer')
def to_pickle(obj: Any, filepath_or_buffer: FilePath | WriteBuffer[bytes], compression: CompressionOptions='infer', protocol: int=pickle.HIGHEST_PROTOCOL, storage_options: StorageOptions | None=None) -> None:
    if protocol < 0:
        protocol = pickle.HIGHEST_PROTOCOL
    with get_handle(filepath_or_buffer, 'wb', compression=compression, is_text=False, storage_options=storage_options) as handles:
        pickle.dump(obj, handles.handle, protocol=protocol)","""""""Pickle (serialize) object to file.

Parameters
----------
obj : any object
    Any python object.
filepath_or_buffer : str, path object, or file-like object
    String, path object (implementing ``os.PathLike[str]``), or file-like
    object implementing a binary ``write()`` function.
    Also accepts URL. URL has to be of S3 or GCS.
{compression_options}

    .. versionchanged:: 1.4.0 Zstandard support.

protocol : int
    Int which indicates which protocol should be used by the pickler,
    default HIGHEST_PROTOCOL (see [1], paragraph 12.1.2). The possible
    values for this parameter depend on the version of Python. For Python
    2.x, possible values are 0, 1, 2. For Python>=3.0, 3 is a valid value.
    For Python >= 3.4, 4 is a valid value. A negative value for the
    protocol parameter is equivalent to setting its value to
    HIGHEST_PROTOCOL.

{storage_options}

    .. versionadded:: 1.2.0

    .. [1] https://docs.python.org/3/library/pickle.html

See Also
--------
read_pickle : Load pickled pandas object (or any object) from file.
DataFrame.to_hdf : Write DataFrame to an HDF5 file.
DataFrame.to_sql : Write DataFrame to a SQL database.
DataFrame.to_parquet : Write a DataFrame to the binary parquet format.

Examples
--------
>>> original_df = pd.DataFrame({{""foo"": range(5), ""bar"": range(5, 10)}})  # doctest: +SKIP
>>> original_df  # doctest: +SKIP
   foo  bar
0    0    5
1    1    6
2    2    7
3    3    8
4    4    9
>>> pd.to_pickle(original_df, ""./dummy.pkl"")  # doctest: +SKIP

>>> unpickled_df = pd.read_pickle(""./dummy.pkl"")  # doctest: +SKIP
>>> unpickled_df  # doctest: +SKIP
   foo  bar
0    0    5
1    1    6
2    2    7
3    3    8
4    4    9"""""""
pandas/io/pickle.py,"@doc(storage_options=_shared_docs['storage_options'], decompression_options=_shared_docs['decompression_options'] % 'filepath_or_buffer')
def read_pickle(filepath_or_buffer: FilePath | ReadPickleBuffer, compression: CompressionOptions='infer', storage_options: StorageOptions | None=None) -> DataFrame | Series:
    excs_to_catch = (AttributeError, ImportError, ModuleNotFoundError, TypeError)
    with get_handle(filepath_or_buffer, 'rb', compression=compression, is_text=False, storage_options=storage_options) as handles:
        try:
            try:
                with warnings.catch_warnings(record=True):
                    warnings.simplefilter('ignore', Warning)
                    return pickle.load(handles.handle)
            except excs_to_catch:
                return pc.load(handles.handle, encoding=None)
        except UnicodeDecodeError:
            return pc.load(handles.handle, encoding='latin-1')","""""""Load pickled pandas object (or any object) from file.

.. warning::

   Loading pickled data received from untrusted sources can be
   unsafe. See `here <https://docs.python.org/3/library/pickle.html>`__.

Parameters
----------
filepath_or_buffer : str, path object, or file-like object
    String, path object (implementing ``os.PathLike[str]``), or file-like
    object implementing a binary ``readlines()`` function.
    Also accepts URL. URL is not limited to S3 and GCS.

{decompression_options}

    .. versionchanged:: 1.4.0 Zstandard support.

{storage_options}

    .. versionadded:: 1.2.0

Returns
-------
same type as object stored in file

See Also
--------
DataFrame.to_pickle : Pickle (serialize) DataFrame object to file.
Series.to_pickle : Pickle (serialize) Series object to file.
read_hdf : Read HDF5 file into a DataFrame.
read_sql : Read SQL query or database table into a DataFrame.
read_parquet : Load a parquet object, returning a DataFrame.

Notes
-----
read_pickle is only guaranteed to be backwards compatible to pandas 0.20.3
provided the object was serialized with to_pickle.

Examples
--------
>>> original_df = pd.DataFrame(
...     {{""foo"": range(5), ""bar"": range(5, 10)}}
...    )  # doctest: +SKIP
>>> original_df  # doctest: +SKIP
   foo  bar
0    0    5
1    1    6
2    2    7
3    3    8
4    4    9
>>> pd.to_pickle(original_df, ""./dummy.pkl"")  # doctest: +SKIP

>>> unpickled_df = pd.read_pickle(""./dummy.pkl"")  # doctest: +SKIP
>>> unpickled_df  # doctest: +SKIP
   foo  bar
0    0    5
1    1    6
2    2    7
3    3    8
4    4    9"""""""
pandas/io/pytables.py,"def _ensure_decoded(s):
    if isinstance(s, np.bytes_):
        s = s.decode('UTF-8')
    return s","""""""if we have bytes, decode them to unicode"""""""
pandas/io/pytables.py,"def _ensure_str(name):
    if isinstance(name, str):
        name = str(name)
    return name","""""""Ensure that an index / column name is a str (python 3); otherwise they
may be np.string dtype. Non-string dtypes are passed through unchanged.

https://github.com/pandas-dev/pandas/issues/13492"""""""
pandas/io/pytables.py,"def _ensure_term(where, scope_level: int):
    level = scope_level + 1
    if isinstance(where, (list, tuple)):
        where = [Term(term, scope_level=level + 1) if maybe_expression(term) else term for term in where if term is not None]
    elif maybe_expression(where):
        where = Term(where, scope_level=level)
    return where if where is None or len(where) else None","""""""Ensure that the where is a Term or a list of Term.

This makes sure that we are capturing the scope of variables that are
passed create the terms here with a frame_level=2 (we are 2 levels down)"""""""
pandas/io/pytables.py,"def to_hdf(path_or_buf: FilePath | HDFStore, key: str, value: DataFrame | Series, mode: str='a', complevel: int | None=None, complib: str | None=None, append: bool=False, format: str | None=None, index: bool=True, min_itemsize: int | dict[str, int] | None=None, nan_rep=None, dropna: bool | None=None, data_columns: Literal[True] | list[str] | None=None, errors: str='strict', encoding: str='UTF-8') -> None:
    if append:
        f = lambda store: store.append(key, value, format=format, index=index, min_itemsize=min_itemsize, nan_rep=nan_rep, dropna=dropna, data_columns=data_columns, errors=errors, encoding=encoding)
    else:
        f = lambda store: store.put(key, value, format=format, index=index, min_itemsize=min_itemsize, nan_rep=nan_rep, data_columns=data_columns, errors=errors, encoding=encoding, dropna=dropna)
    path_or_buf = stringify_path(path_or_buf)
    if isinstance(path_or_buf, str):
        with HDFStore(path_or_buf, mode=mode, complevel=complevel, complib=complib) as store:
            f(store)
    else:
        f(path_or_buf)","""""""store this object, close it if we opened it"""""""
